,title,imdb_id,budget,revenue
13972,Lonely Child,223860,0,0
13973,Nobody Knows How to Talk to Children,274816,60000,0
13974,All Is Well by Me,-1,-1,-1
13975,Always: Sunset on Third Street,41177,0,46790160
13976,The Blood of My Brother,38786,0,0
13977,Ravenswan,-1,-1,-1
13978,Hounded,109167,0,0
13979,The Banishment,25142,0,0
13980,Zinda,20971,0,0
13981,Guilty Hearts,68663,0,0
13982,39: A Film by Carroll McKane,443114,200000,0
13983,Awesome; I Fuckin' Shot That!,25150,0,0
13984,Big Bad Wolf,39341,0,0
13985,Bloodline,543917,0,0
13986,Chapter 27,8319,0,187488
13987,Circadian Rhythm,305374,0,0
13988,A Crime,27465,0,0
13989,Damaged Goods,335905,0,0
13990,Dangerous Men,84140,0,0
13991,Dark World,76338,170000000,644571402
13992,Dead and Gone,27226,0,0
13993,Delusions,298422,0,0
13994,Darkworld,59220,0,0
13995,Docs and Robbers,549795,0,0
13996,Who Killed the Electric Car?,13508,1000000,1678874
13997,The Grift,24710,0,0
13998,Fanboys,13532,0,948753
13999,Going to Pieces: The Rise and Fall of the Slasher Film,50787,0,0
14000,Colour of the Loyalty,32162,0,0
14001,I-See-You.com,14569,6200000,0
14002,Jumper,8247,85000000,222231186
14003,The Last Round,346589,0,0
14004,Leaving L.A.,-1,-1,-1
14005,Little Hercules in 3-D,74178,0,0
14006,The Living Wake,43653,0,0
14007,The Longest Yard Sale,371766,0,0
14008,The Lost Face,344934,0,0
14009,Man in the Chair,15148,0,0
14010,My Name Is Bruce,1961,1500000,173066
14011,The Nanny Diaries,12435,20000000,47817020
14012,Night of the Living Dead 3D,24927,3000000,1449945
14013,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,39183,1000000,0
14014,Pain Within,633751,0,0
14015,Saw III,214,10000000,163876815
14016,Stop-Loss,8988,25000000,11207130
14017,Strange Wilderness,14220,0,6575282
14018,Suffering Man's Charity,51428,3000000,0
14019,The Perfect Witness,21800,0,0
14020,Venus,13771,0,0
14021,Welcome to California,-1,-1,-1
14022,What a Body!,-1,-1,-1
14023,Which Way Home,55204,0,0
14024,Strange Aeons: The Thing on the Doorstep,340849,0,0
14025,The Bags,780400,0,0
14026,Canned Beauties,-1,-1,-1
14027,Blood Curse,361538,0,0
14028,"Good Boy, Bad Boy",670513,0,0
14029,The Green Chain,170072,0,0
14030,Live and Let Go: An American Death,-1,-1,-1
14031,No Seed,690747,0,0
14032,Offensive Behaviour,362714,0,0
14033,Stealing Summer,143366,0,0
14034,Shattered,13537,6000000,2944752
14035,Conversations with God,24590,0,0
14036,Forgiving Dr. Mengele,19999,0,0
14037,Lots of Ice and a Little Bit of Water,88053,0,0
14038,OrAngeLove,163042,3000000,0
14039,Farewell in June,75445,0,0
14040,Rats: The Great Underrated Pet,-1,-1,-1
14041,Sarbane's-Oxley,-1,-1,-1
14042,Sickness House,342391,0,0
14043,The Ten Commandments: The Musical,34164,0,0
14044,A Muslim Childhood,620970,0,0
14045,Cosmic Africa,440664,0,0
14046,Aftermath,763149,0,0
14047,All the Boys Love Mandy Lane,9022,750000,0
14048,The Alma Drawings,-1,-1,-1
14049,Aristide and the Endless Revolution,180901,0,0
14050,Guantanamero,116538,0,0
14051,Asudem,412048,0,0
14052,Because I Said So,1257,0,69485490
14053,Big Stan,13161,0,0
14054,Black Water Transit,310706,0,0
14055,Octane,44289,11500000,0
14056,Dreams on Spec,60035,0,0
14057,Hell's End,-1,-1,-1
14058,Kazuo Umezu's Horror Theater: The Harlequin Girl,97984,3000000,0
14059,Kazuo Umezu's Horror Theater: Ambrosia,100480,3000000,0
14060,London to Brighton,14823,0,449681
14061,"Macked, Hammered, Slaughtered and Shafted",710491,0,0
14062,Mutant Chronicles,13256,8000000,2131057
14063,Phat Girlz,30139,3000000,7301115
14064,PrimeMates,-1,-1,-1
14065,Reign Over Me,2355,20000000,22222308
14066,Sarkar Raj,14394,820000,8130000
14067,Silence,14001,20000000,22217407
14068,A Secret,687156,0,0
14069,The Invited,327674,0,0
14070,Warriors of Terra,10121,0,0
14071,A Way We Go,494280,0,0
14072,Man Made,84719,86000,0
14073,Chasing Erections,-1,-1,-1
14074,Moonlight in Tokyo,256807,0,0
14075,"Chivas USA: Sí, se puede",-1,-1,-1
14076,Payback,2112,90000000,161626121
14077,The Seventh Man,-1,-1,-1
14078,Dating Death,143028,0,0
14079,The Tiger's Tail,10097,0,0
14080,The Thirst,46812,4400000,0
14081,Dedication,855785,0,0
14082,Spin,404580,0,0
14083,Play,10585,9000000,44196684
14084,The Beach Lady,-1,-1,-1
14085,Charlie,118,150000000,474968763
14086,Chicago Poems,-1,-1,-1
14087,Double Tap,338967,42000000,122801777
14088,The Coldest Winter,243848,0,0
14089,Dawning,65348,0,0
14090,The Decoy,40161,0,0
14091,Diary of a Co-Worker,696464,2000,0
14092,Fatboy: The Movie,-1,-1,-1
14093,Flirting with Flamenco,61834,0,0
14094,So Much Rice,244012,0,0
14095,Hat Trick,816868,0,0
14096,Hessians MC,-1,-1,-1
14097,Joshua,5956,0,719968
14098,The Shopaholics,45457,0,0
14099,The Legend of Sasquatch,59446,0,0
14100,Lincoln and Lee at Antietam: The Cost of Freedom,706344,0,0
14101,Sparrow,401981,69000000,151572634
14102,A Matador's Mistress,45127,28000000,0
14103,The Meat Tricks,-1,-1,-1
14104,Border,146955,5000000,0
14105,Japan's Peace Constitution,-1,-1,-1
14106,Nola,112961,0,10550
14107,Pathogen,95099,0,0
14108,Pineapple,10189,27000000,101624843
14109,Purple Violets,20065,4000000,0
14110,Rapture,850356,0,0
14111,Ray of Darkness,-1,-1,-1
14112,Schooled,439032,0,0
14113,The Screening,416729,138000,0
14114,Shadow Puppets,19551,2000000,0
14115,Something Borrowed,49022,35000000,65090821
14116,Souvenir,585381,0,0
14117,Spectropia,348806,0,0
14118,Spin,404580,0,0
14119,Spiral,602734,20000000,36544468
14120,Sportkill,60772,0,0
14121,Stanley Cuba,38095,0,0
14122,Stealing God,309720,0,0
14123,Suburbicon,395458,25000000,12751667
14124,Surviving the Rush,310675,0,0
14125,Tulip Fever,257785,25000000,3425664
14126,Heavy Petting,33586,2800000,272371
14127,The Vanishing Black Male,-1,-1,-1
14128,A Very Serious Person,29258,0,0
14129,Election 2,15077,0,0
14130,On Fire,9509,70000000,130293714
14131,Haze,117511,0,0
14132,Kazuo Umezu's Horror Theater: The Wish,100482,3000000,0
14133,Poncho Sanchez: Keeper of the Flame,-1,-1,-1
14134,De Lama Lamina,-1,-1,-1
14135,The Right to Be Wrong,209406,0,0
14136,Roots of a Man,573360,0,0
14137,Sacred Stage: The Mariinsky Theater,272269,0,0
14138,Tales of the Rat Fink,37318,0,0
14139,The Undertaker's Dozen,-1,-1,-1
14140,The Final Inquiry,24365,0,0
14141,Away from Her,1919,3000000,9194283
14142,Martyr or the Death of Saint Eulalia,-1,-1,-1
14143,Happy,454699,0,26441892
14144,In Memorium,187276,0,0
14145,Jones,509598,0,0
14146,Visioning Tibet,-1,-1,-1
14147,'Tis Autumn: The Search for Jackie Paris,113496,0,0
14148,The Haunting in Connecticut,18781,10000000,77527732
14149,I'm King Kong!: The Exploits of Merian C. Cooper,91250,0,0
14150,Poltergay,27614,0,0
14151,Furry Vengeance,35169,35000000,36236710
14152,American Blackout,22906,0,0
14153,Black Gold,77221,40000000,5446000
14154,Crossing Arizona,30264,0,0
14155,In Between Days,47841,0,0
14156,Iraq in Fragments,34389,0,202000
14157,A Lion in the House,-1,-1,-1
14158,Puccini for Beginners,20405,0,89417
14159,Shrooms,14456,0,4910682
14160,Small Town Gay Bar,48288,0,0
14161,So Much So Fast,81543,0,0
14162,Somebodies,126533,0,0
14163,Son of Man,197607,0,0
14164,Sleeping Dogs Lie,43673,0,0
14165,TV Junkie,123334,0,0
14166,Thin,51996,0,790421
14167,An Unreasonable Man,30365,0,0
14168,Wide Awake,32911,6000000,0
14169,Wordplay,35199,0,0
14170,Lover,425134,0,26251899
14171,The Dark Avengers,-1,-1,-1
14172,The Foot Fist Way,13484,79000,245000
14173,Futago,62224,0,0
14174,Art of Seduction,672878,0,0
14175,Our Brand Is Crisis,10317,28000000,7002261
14176,Salvage,39814,0,0
14177,Strange Circus,10842,0,0
14178,Moon & Cherry,33345,0,10090429
14179,The King and the Clown,45035,0,0
14180,The Fifth Commandment,14075,0,0
14181,Harry: A Communication Breakdown,-1,-1,-1
14182,The Wild Stallion,38048,0,0
14183,Matchbook Morning,-1,-1,-1
14184,Archie's Final Project,81434,2000000,0
14185,Subject Two,31463,0,0
14186,Sweet Amerika,244581,0,0
14187,The 11th Hour,4832,0,0
14188,Cinnamon,482967,0,0
14189,"Clear Cut: The Story of Philomath, Oregon",84547,0,0
14190,Conception,14847,6000000,0
14191,A Conversation with Basquiat,489816,0,0
14192,The Game Plan,13680,22000000,147880543
14193,A Darkness Swallowed,254640,0,0
14194,Destricted,208478,0,0
14195,I Remember,43442,0,0
14196,Everyone Stares: The Police Inside Out,98169,0,0
14197,A Matter of Degrees,279679,95,0
14198,Moonshine,51470,0,0
14199,Pine Flat,122341,0,0
14200,Punching at the Sun,171887,0,0
14201,Nina,360389,0,0
14202,Who Needs Sleep?,208238,0,0
14203,Wrestling with Angels: Playwright Tony Kushner,312214,0,0
14204,8,37686,50000000,260095986
14205,An Angel of the Lord,-1,-1,-1
14206,The Deal,10274,0,0
14207,A Get2Gether,142989,0,0
14208,Desperate Crossing - The True Story of the Mayflower,-1,-1,-1
14209,One: The Movie,52831,0,0
14210,Razzle Dazzle,567445,0,0
14211,One More Chance,35881,200000,0
14212,I Love You in Every Language in the World,44894,0,23941317
14213,When I Die,329211,0,0
14214,Andrea,394168,0,0
14215,Dislocation,107258,0,0
14216,Origin: Spirits of the Past,14945,0,0
14217,Harvest Moon,361746,0,0
14218,"Pizza, Pesos, and Pistoleros",-1,-1,-1
14219,The Southernmost Point,-1,-1,-1
14220,Stanley's Dinosaur Round-Up,156900,0,0
14221,Fighting for Life in the Death-Belt,-1,-1,-1
14222,Tobacco Money Feeds My Family,-1,-1,-1
14223,8 of Diamonds,140236,0,0
14224,The Agonist,129650,0,0
14225,Ashes and Snow,20110,0,0
14226,Badland,634524,0,0
14227,Big Top,119321,0,0
14228,Boarding Gate,14735,0,0
14229,Brotherhood of Blood,12682,500000,0
14230,CHIPS,417644,25000000,26800152
14231,Chinaman's Chance: America's Other Slaves,542412,0,0
14232,Cook Off!,370301,0,0
14233,Devil's Den,28640,1500000,0
14234,Fool N Final,156288,0,0
14235,True True Lie,18245,0,0
14236,The Great Happiness Space: Tale of an Osaka Love Thief,24999,0,0
14237,Greetings from the Shore,51889,0,0
14238,Hiding Victoria,205407,0,0
14239,Jackass Number Two,12094,11000000,72778712
14240,On the Doll,30680,0,0
14241,Finding Rin Tin Tin,66733,0,0
14242,The Scoop: An Ode to Customer Service,-1,-1,-1
14243,Show Stoppers,68655,0,0
14244,Sixty Six,31082,0,0
14245,The Skeptic,24116,0,205585
14246,Soul's Midnight,96781,0,0
14247,This Film Is Not Yet Rated,16070,0,302179
14248,El cártel,136735,0,0
14249,Wanted,8909,75000000,342463063
14250,Ramona and Beezus,38843,15000000,27293743
14251,Charly,29146,950000,814666
14252,5ive Girls,10251,3000000,0
14253,The Achievers,77597,0,0
14254,Angels in the Dust,184355,0,0
14255,Attack of the Gryphon,17997,0,0
14256,Baggage,175528,8500000,22456509
14257,Killer Yacht Party,263309,0,0
14258,Eagle vs Shark,8748,0,0
14259,End of the Line,17334,14000000,115592
14260,Good Sharma,313301,0,0
14261,In Search of Lovecraft,54606,500000,0
14262,Inkheart,2309,60000000,62803180
14263,Jardins en automne,63717,0,0
14264,The Jungle,9325,4000000,205843612
14265,The Last Adam,281467,750000,0
14266,Last Hour,21015,9000000,0
14267,A Little Party,478101,0,0
14268,Long-Term Relationship,77583,0,0
14269,The Unknown Woman,10886,8000000,0
14270,Strictly Sexual,13808,0,0
14271,Corporate Affairs,18432,0,0
14272,Cover Boy... Last Revolution,-1,-1,-1
14273,Universal Signs,536397,0,0
14274,The Venetian Dilemma,274011,0,0
14275,"The Class of Chaos 3,5",32311,0,0
14276,Naughty Gold Diggers,-1,-1,-1
14277,Memories of Tomorrow,253666,0,0
14278,"Welcome Home, Roscoe Jenkins",13490,35000000,43650785
14279,Bewilderness,29580,0,0
14280,1 Litre of Tears,41261,0,0
14281,The Last Sect,29691,0,0
14282,My Child: Mothers of War,-1,-1,-1
14283,Siren,355506,0,0
14284,Severe Clear,48376,0,0
14285,Silk,579051,5900000,0
14286,Tenderness,22398,0,0
14287,The Zero Years,134012,0,0
14288,Fred,5375,100000000,97838349
14289,Losers of the Dark City,552733,0,0
14290,Cheating Love,772858,0,0
14291,Bad Blood,366924,3500000,0
14292,Looking for Miguel,327500,0,0
14293,Choose Connor,37346,0,0
14294,Downtown Locals,-1,-1,-1
14295,Gangster,4982,100000000,266465037
14296,Golmaal: Fun Unlimited,19670,0,0
14297,If I Didn't Care,74138,0,0
14298,The Art of Crying,493703,0,0
14299,Lost Signal,56860,2000000,0
14300,The Empire in Africa,111245,0,0
14301,Endangered Species,817451,0,55217
14302,The Holy Modal Rounders: Bound to Lose,59126,0,0
14303,Walking on the Wild Side,505721,0,0
14304,Letters from the Other Side,-1,-1,-1
14305,Monday,406990,20000000,27975429
14306,Motorcycle,29722,0,0
14307,The Perfect Life,304138,0,0
14308,In Our Garden,318359,0,0
14309,Battle for the Klamath,-1,-1,-1
14310,Invisible Kitchen,-1,-1,-1
14311,Tomorrow to the Sea,-1,-1,-1
14312,Desert Wind,292955,0,0
14313,Sounds and Visions of Dreamtime,-1,-1,-1
14314,Flipping the Whale,-1,-1,-1
14315,Tales from Earthsea,37933,22000000,68625104
14316,Phraw rak khrap phom,227977,0,0
14317,Rainbow Boys: The Movie,79832,0,0
14318,Rock,812204,0,0
14319,Before Things Change,-1,-1,-1
14320,The Quick and the Undead,41367,0,0
14321,Smoke Signs,295792,0,0
14322,"Refugee All Stars, Sierra Leone's",-1,-1,-1
14323,Dress Rehearsal: The Brave Hurr's Ta'Zieh,-1,-1,-1
14324,Wish,550205,0,25860000
14325,Agi and Emma,-1,-1,-1
14326,Maximum Headroom,774796,0,0
14327,Dorm,10104,0,0
14328,Gallipoli: Death on the Beaches,-1,-1,-1
14329,Terminal,594,60000000,219417255
14330,The Strange Case of Carl Weber,-1,-1,-1
14331,Seven and a Half,665215,2000000,300000
14332,Axegrinder,511153,0,0
14333,Beautiful Things,473753,0,0
14334,Blind Eye,70039,0,0
14335,Rocker,10186,15000000,8762890
14336,Millennium Crisis,27606,0,0
14337,Breaking the Maya Code,57000,1000000,0
14338,Breathing Room,16179,0,0
14339,Dominos: The Games We Play,208453,0,0
14340,The Door,363111,0,0
14341,Festival,606876,0,0
14342,Fields of Freedom,342209,0,0
14343,For the Love of Dolly,294856,0,0
14344,Freezer Burn,18540,0,0
14345,Good Chemistry,200780,0,0
14346,Green Green Water,-1,-1,-1
14347,Growing Old,166485,0,0
14348,Hollywood at Its Best,-1,-1,-1
14349,The Hottest State,18586,0,137341
14350,D' Lucky Ones!,81127,0,0
14351,Itty Bitty Titty Committee,10520,1000000,18479
14352,Last Thoughts,-1,-1,-1
14353,Lords of the Underworld,-1,-1,-1
14354,Der Mann von der Botschaft,4888,0,0
14355,The Marsh,22066,0,0
14356,Mr. Soul,517019,0,0
14357,New Orleans Story,-1,-1,-1
14358,Niji no shita ni,-1,-1,-1
14359,Pretty Cool Too,19675,0,0
14360,Prisoners of the Sun,241958,18000000,0
14361,Scorpion,9334,60000000,165333180
14362,The Secret of the Magic Gourd,38057,0,0
14363,Seven Weeks in November,-1,-1,-1
14364,They Know,586536,0,0
14365,Sync or Swim,291670,0,0
14366,A Merry Little Christmas,58785,0,0
14367,Tracker,62255,6500000,0
14368,Trapped in Perfection,-1,-1,-1
14369,True Men,367815,0,0
14370,Venice: Tides of Change,-1,-1,-1
14371,White Noise 2: The Light,7006,0,0
14372,World on Fire,65330,0,0
14373,Children of Tibet,-1,-1,-1
14374,Entering Zion,-1,-1,-1
14375,Paid to Play,-1,-1,-1
14376,Flamenco: A Personal Journey,-1,-1,-1
14377,Guilt Complex,-1,-1,-1
14378,The Countess,8316,8500000,0
14379,Calvin Marshall,45675,0,0
14380,Don't Give Up on Us,179019,0,0
14381,Ocean's Thirteen,298,85000000,311312624
14382,And Thereafter,587857,0,0
14383,Chiamami Salomè,74729,0,0
14384,An Inconvenient Truth,1781,1000000,46243000
14385,"I'm a Cyborg, But That's OK",5488,0,4354510
14386,Tomorrow Morning,810699,0,0
14387,Adrift in Manhattan,14063,4000000,0
14388,Anamorph,14000,0,0
14389,Black Top Dreams,-1,-1,-1
14390,Blur,14122,0,0
14391,The Candy Shop,84653,0,0
14392,Coyote Nights,-1,-1,-1
14393,"Dance Party, USA",74790,0,0
14394,True North,8557,0,0
14395,Fortune,9465,10000000,10920544
14396,Furnace,164457,22000000,15400000
14397,Hell Hath Blue Skies,-1,-1,-1
14398,The Killer Within,99664,750000,0
14399,The Last Romantic,695082,0,0
14400,Marcus,323351,0,0
14401,Miguel and William,189364,0,0
14402,The Mill,72640,50663,0
14403,Naked Beneath the Water,37140,0,0
14404,Nicky's Birthday Camera,-1,-1,-1
14405,Nobelity,268029,0,0
14406,Offshore,825181,0,0
14407,R.U.B.S.,-1,-1,-1
14408,The Rage,7341,21000000,17762705
14409,Theory,8834,75000000,136982834
14410,Trap,9820,15000000,92108518
14411,Vicky Cristina Barcelona,5038,15000000,96408652
14412,Weapons,15380,0,0
14413,El Mascarado Massacre,17319,850000,0
14414,The Middle of Nowhere,575010,0,0
14415,Monday Night Gig,279943,0,0
14416,The Process,879561,0,0
14417,An Uzi at the Alamo,572318,0,0
14418,Frank and Marie,787625,0,0
14419,Sandakozhi,500366,0,0
14420,The Adventures of Sass Parilla the Singing Gorilla,-1,-1,-1
14421,Dubai Return,427385,0,0
14422,No Problema,289944,0,0
14423,"Nou, dat was het dan!",146774,0,0
14424,Say That You Love Me,319803,0,0
14425,The Last Season: The Life and Demolition of Baltimore's Memorial Stadium,465466,0,0
14426,"Mi abuelo, mi papá y yo",327480,0,0
14427,Sex and Death 101,14424,5,1
14428,Time,370172,242000000,758000000
14429,Franky's Heaven,-1,-1,-1
14430,The Peddler's Backpack,-1,-1,-1
14431,"Pixote, in memoriam",484296,0,0
14432,Climates,440360,0,0
14433,Madame Irma,43617,0,0
14434,Private Fears in Public Places,24170,0,0
14435,L'héritage,20526,170000000,400062763
14436,Ghost Shout,158940,0,0
14437,Re-cycle,629463,0,0
14438,Blacklist: Recovering the Life of Canada Lee,-1,-1,-1
14439,We Live in Public,34015,0,0
14440,Camjackers,253071,0,0
14441,Down in New Orleans,168486,0,0
14442,The Enigma with a Stigma,428329,0,0
14443,Geekin',795220,0,0
14444,The Happiest Day of His Life,-1,-1,-1
14445,The Hero of Color City,217057,0,0
14446,Hostel: Part II,1691,10200000,35728183
14447,In Search of Mozart,41617,0,0
14448,Interstate,20312,7000000,0
14449,The Christmas Miracle of Jonathan Toomey,15964,0,0
14450,Laffit: All About Winning,318760,0,0
14451,The Life of Reilly,84827,0,0
14452,The Metrosexual,-1,-1,-1
14453,My American Nurse,261868,0,0
14454,Rank,399896,0,0
14455,Letters from Iwo Jima,1251,19000000,68673228
14456,Rings,566525,150000000,430238384
14457,Run Robot Run!,20144,0,0
14458,The Slaughter,21801,0,0
14459,Stump the Band,119158,200000,0
14460,Two Front Teeth,141611,0,0
14461,We Own the Night,2001,21000000,54926886
14462,Close to You,106612,0,0
14463,Lissi und der wilde Kaiser,4398,0,29733764
14464,Detective Conan: The Private Eyes' Requiem,39205,0,0
14465,Summer Time Machine Blues,26130,0,0
14466,Suite Dreams,112903,0,0
14467,Chinese Restaurants: Latin Passions,-1,-1,-1
14468,Chinese Restaurants: On the Islands,-1,-1,-1
14469,She's Got It,117503,0,0
14470,Ice Flower,316880,0,0
14471,Girl's Dormitory,357119,0,0
14472,Sweet Mud,11110,0,0
14473,Coachella,595770,0,0
14474,Breaking the Barrier,243210,0,0
14475,Estrellas de La Línea,181331,0,0
14476,Grass Ceiling,649583,0,0
14477,Echoes of Home,85991,0,0
14478,Kalyug,173726,0,0
14479,The Melon Route,116587,0,0
14480,Ray of Sunshine,74486,25000000,0
14481,Without Remorse,567189,0,0
14482,Wolff Von Amerongen: Did He Commit Bancruptcy Offences?,-1,-1,-1
14483,It's Winter,4630,0,0
14484,Fire & Water,86437,0,0
14485,Milarepa,62393,0,0
14486,Little Angel,514310,0,0
14487,The Fighters,44571,12000000,2000371
14488,The Unforgiven,6643,5000000,0
14489,Men at Work,10169,9000000,16247964
14490,The Confrontation,25678,0,0
14491,OLDK.,467400,0,0
14492,Guru,9027,0,0
14493,Absolute Trust,-1,-1,-1
14494,Altamont Now,381797,0,0
14495,Treasured Island,893278,0,0
14496,The Chronicles of Narnia: Prince Caspian,2454,225000000,419665568
14497,Day Night Day Night,13979,0,0
14498,Days of Darkness,18440,0,0
14499,Dracula's Curse,48519,0,0
14500,Emilio,771131,2000,0
14501,The Genius Club,35724,0,0
14502,He's Such a Girl,58461,0,0
14503,If You Could Say It in Words,126726,0,0
14504,LoveDeath,44055,0,0
14505,Mechina: A Preparation,-1,-1,-1
14506,Offside,52967,0,0
14507,The Other,27581,100000000,170432927
14508,Avatar,19995,237000000,2847246203
14509,Reno 911! Miami,10090,10000000,20342161
14510,War,299536,300000000,2046239637
14511,Slipstream,18633,0,27769
14512,Brothers: The Return,246320,13640000,0
14513,What the Bleep!?: Down the Rabbit Hole,24654,0,138913
14514,Zombie Farm,62714,750000,0
14515,10 Items or Less,2357,0,580527
14516,Changing Spots,507176,0,0
14517,Price to Pay,410579,0,0
14518,Tranced,730376,2000000,0
14519,Digital Broadcast,-1,-1,-1
14520,Unemployed,36585,0,0
14521,Dangerous Flowers,34137,1070650,0
14522,Container,110761,0,0
14523,Art of the Devil 2,44935,0,0
14524,Ninas resa,61460,0,0
14525,The Hourglass,596709,0,0
14526,Black Dragon Canyon,336946,0,0
14527,Darkest Days,788739,0,0
14528,The Dead Guy's Son,-1,-1,-1
14529,Sirens in the Aegean,48122,0,0
14530,Present Perfect,687138,0,0
14531,Spicebush,384669,0,0
14532,Arc,10047,85000000,66976317
14533,Beautiful Loser,335970,0,0
14534,The Collection,134597,0,6842058
14535,The Fox & the Child,5139,13000000,29610210
14536,Grandpa,291870,11500000,94073028
14537,Hats Off,244027,0,0
14538,The Killing Floor,9898,0,0
14539,Labou,19732,0,0
14540,The Limbo Room,-1,-1,-1
14541,The Man from Earth,13363,200000,0
14542,Mexican Werewolf in Texas,36155,300000,0
14543,Miles from Home,50020,0,188964
14544,Feel the Noise,30319,0,0
14545,Rigged,14216,0,0
14546,The Wedding Video,122843,0,0
14547,Where God Left His Shoes,27765,0,0
14548,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),53079,0,28200
14549,Year of the Dog,13574,0,0
14550,Bye Bye Life,202545,0,0
14551,Fracassés,482758,0,0
14552,Guseju,19591,0,0
14553,Holli-dei,13311,0,0
14554,The Virgin of Palermo,-1,-1,-1
14555,Ladybug,496450,0,0
14556,Nasaan si Francis?,146213,0,0
14557,Princess,738215,0,0
14558,Riding Up Front,-1,-1,-1
14559,"My Boss, My Teacher",19609,0,30585589
14560,Margot at the Wedding,13998,10000000,0
14561,Desire,82023,230758,0
14562,From the Outside In,741663,0,0
14563,The Pastry Girl,44078,10000,10000
14564,Scattered and Saved,-1,-1,-1
14565,White Lady,132729,0,0
14566,Harry Monument,-1,-1,-1
14567,Ginji the Slasher,112294,0,0
14568,Steel Toes,24574,0,0
14569,Since You've Been Gone,61168,0,0
14570,Saawariya,16283,12500000,34750000
14571,Nuit noire,12790,0,0
14572,21 Up America,618634,0,0
14573,Aliens vs. Predator: Requiem,440,40000000,130290885
14574,Gradually,585888,0,0
14575,Beaufort,440936,0,0
14576,Blind Ambition,822258,0,0
14577,Chalk,385372,0,0
14578,The Craving Heart,276560,0,0
14579,Death Note,351460,40000000,0
14580,Dirty Sanchez: The Movie,14891,0,1208708
14581,Every Hidden Thing,698240,0,0
14582,Friday the 13th,4488,550000,59754601
14583,Frozen Stupid,253455,0,0
14584,Love & Other Drugs,43347,30000000,102820008
14585,If I Had Known I Was a Genius,48420,0,0
14586,Illegal Aliens,46329,0,0
14587,Immortally Yours,19281,0,0
14588,The Insurgents,54729,200000,0
14589,Into the Wild,5915,15000000,56255142
14590,The Last Sentinel,14789,0,0
14591,Deadly Lessons,537309,0,0
14592,Little Chenier,77969,1800000,0
14593,Marty Jenkins and the Vampire Bitches,372741,0,0
14594,Music and Lyrics,11172,40000000,145896422
14595,Outlaw,9911,0,0
14596,The Parallel,328232,0,0
14597,Body of Lies,12113,70000000,113280098
14598,Seed,11249,12000000,24829644
14599,StandUP!,502616,0,0
14600,Starting Out in the Evening,13076,0,0
14601,Stuck,111969,0,81071
14602,Things to Do,400,8000000,529766
14603,We Are Marshall,11170,65000000,43545364
14604,Weirdsville,14251,0,0
14605,Whatever Lola Wants,17495,0,0
14606,Hot Lunch,537162,0,0
14607,Have No Fear,463306,0,0
14608,Tijuana Jews,-1,-1,-1
14609,Change of Address,51851,0,0
14610,Embalming Love,271565,0,0
14611,Fetish Mode,-1,-1,-1
14612,Never Say Die,314998,0,0
14613,American Zeitgeist,53203,0,0
14614,Afghan Knights,49231,0,0
14615,Ladybugs.,19087,0,0
14616,Color of the Cross,221116,0,0
14617,Don't Let Me Drown,52039,0,0
14618,Fabulous! The Story of Queer Cinema,27047,0,0
14619,Grave Situations,-1,-1,-1
14620,Hallettsville,9935,0,0
14621,Lovely by Surprise,21071,0,0
14622,Propensity,518044,0,0
14623,Relative Obscurity,-1,-1,-1
14624,Sharif Don't Like It,-1,-1,-1
14625,The Slanted Screen,160297,0,0
14626,The Tripper,9847,0,0
14627,When Nietzsche Wept,19029,0,0
14628,Ghosthunter!,506559,0,0
14629,Before the Music Dies,23374,0,0
14630,Steve Harvey: Don't Trip... He Ain't Through with Me Yet,18001,0,0
14631,He Was a Quiet Man,10247,0,0
14632,JC in tha Hood,252686,0,0
14633,Living with Uncle Ray,-1,-1,-1
14634,Night Feeders,54585,500000,0
14635,Slow Moses,-1,-1,-1
14636,The Substance of Things Hoped For,-1,-1,-1
14637,The Water Horse,54318,40000000,103071443
14638,Z: A Zombie Musical,261943,0,0
14639,The Booth,454983,0,0
14640,Addison's Wall,41708,0,0
14641,Amber Sunrise,853230,0,0
14642,"Andrew Jenks, Room 335",135679,0,0
14643,Baghdad Texas,469643,0,0
14644,Thirst,409366,0,0
14645,Before Turning the Gun,104513,0,0
14646,Between the Lines,175924,0,0
14647,Cocaine Angel,225734,0,0
14648,Crazy Again,852302,0,0
14649,"Danielson: A Family Movie (or, Make a Joyful Noise Here)",57254,0,0
14650,Waters Rising,79055,0,0
14651,Domestic Import,60450,0,0
14652,The Doorman,737568,0,118666
14653,For Sale by Owner,24877,0,0
14654,Friendship Hotel,-1,-1,-1
14655,Half Empty,759599,0,0
14656,Honeymoon with Mom,68958,0,0
14657,How to Rob a Bank (and 10 Tips to Actually Get Away with It),-1,-1,-1
14658,I Hate Valentine's Day,20825,3000000,4243957
14659,I Need to Lose Ten Pounds,-1,-1,-1
14660,I Now Pronounce You Chuck & Larry,3563,85000000,187134117
14661,I'll Be There with You,127049,700000,0
14662,Jonestown: The Life and Death of Peoples Temple,36676,0,0
14663,License to Wed,2959,35000000,69307224
14664,The List,333676,0,0
14665,Maxed Out,33003,0,0
14666,Moe,900990,0,0
14667,The Nativity Story,2447,35000000,0
14668,No Room for Groceries,-1,-1,-1
14669,Novem,213801,300000,0
14670,Planet 51,16866,70000000,104945765
